Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
DECK	6.58	7.79%	 209,186,400 	84.46	91.04	99.38	72.86				
DEI	5.11	21.94%	 200,451,000 	23.29	28.4	29.38	23.29				
DEL	0.46	0.68%	 7,763,900 	67.94	68.4	69.36	58.53				
DEO	-18.33	-13.84%	 132,206,000 	132.42	114.09	132.74	109.77				
DEX	-0.95	-7.77%	 11,920,200 	12.22	11.27	12.87	10.93				
DF	2.19	12.74%	 618,504,100 	17.19	19.38	19.4	12.7				
DFP	1.72	8.38%	 18,635,200 	20.53	22.25	23.69	20.53				
DFS	9.54	17.05%	 665,983,900 	55.95	65.49	66.38	52.21				
DFS-B	2.3	9.98%	 18,107,000 	23.04	25.34	25.86	23.04				
DFT	8.53	34.52%	 160,593,500 	24.71	33.24	34.28	22.86				
DG	10.38	17.21%	 1,202,609,400 	60.32	70.7	71.29	53.5				
DGI	-10.18	-24.74%	 177,076,000 	41.15	30.97	42.67	24.07				
DGX	13.52	25.25%	 466,514,500 	53.54	67.06	68.1	50.8				
DHF	-0.46	-11.30%	 57,724,300 	4.07	3.61	4.35	3.44				
DHG	-0.37	-2.57%	 12,393,800 	14.4	14.03	14.94	13.48				
DHI	2.97	13.31%	 1,529,792,600 	22.32	25.29	25.58	19.49				
DHR	8.51	11.02%	 733,102,900 	77.2	85.71	87.06	71.7				
DHT	0.47	6.87%	 170,266,900 	6.84	7.31	8.41	5.3				
DHX	2.76	38.07%	 111,492,600 	7.25	10.01	11.4	6.68				
DIAX	-0.96	-5.86%	 748,900 	16.38	15.42	16.57	15.42				
DIN	20.09	24.05%	 38,114,000 	83.55	103.64	103.64	75.06				
DIS	17.79	23.29%	 1,684,019,800 	76.4	94.19	95.5	69.99				
DK	-7.13	-20.72%	 216,815,100 	34.41	27.28	35.77	25.87				
DKL	3.82	12.07%	 13,036,000 	31.65	35.47	43.34	30.64				
DKS	-8.45	-14.54%	 427,550,300 	58.1	49.65	58.58	41.9				
DKT	1.49	5.58%	 22,595,700 	26.7	28.19	28.95	26.7				
DL	-2.3	-12.31%	 56,532,600 	18.69	16.39	26.78	12.45				
DLB	4.56	11.83%	 98,210,100 	38.56	43.12	46.93	38.49				
DLNG	-6.2	-27.49%	 17,636,500 	22.55	16.35	25.27	14				
DLPH	12.59	20.94%	 499,095,300 	60.13	72.72	74.14	58.3				
DLR	17.18	34.98%	 335,319,300 	49.12	66.3	70.27	49.12				
DLR-F	4.92	23.91%	 5,881,700 	20.58	25.5	26.05	20.58				
DLR-G	4.87	26.83%	 11,237,400 	18.15	23.02	23.69	18.15				
DLR-H	1.82	7.34%	 18,030,400 	24.8	26.62	26.93	24.8				
DLX	10.06	19.28%	 77,220,600 	52.19	62.25	63.54	45.52				
DM	38.51	5581.16%	 39,691,900 	0.69	39.2	39.2	0				
DMB	1.82	17.58%	 17,120,700 	10.35	12.17	12.33	10.35				
DMD	0.35	6.07%	 101,097,600 	5.77	6.12	11.1	3.71				
DMO	0.66	2.85%	 6,477,900 	23.18	23.84	25.05	22.61				
DNB	-1.79	-1.46%	 104,467,200 	122.75	120.96	127.37	94.87				
DNI	0.01	0.07%	 12,022,000 	15.11	15.12	16.83	14.68				
DNOW	-9.77	-27.52%	 300,778,200 	35.5	25.73	37.19	22.5				
DNP	1.14	12.10%	 86,585,300 	9.42	10.56	10.58	9.31				
DNR	-8.3	-50.52%	 1,549,057,200 	16.43	8.13	18.5	6.34				
DO	-20.21	-35.51%	 462,550,900 	56.92	36.71	56.92	29.37				
DOC	3.86	30.30%	 79,592,200 	12.74	16.6	16.83	12.09				
DOOR	1.46	2.43%	 58,731,100 	60	61.46	61.83	48.66				
DOV	-24.82	-25.71%	 339,879,800 	96.54	71.72	96.54	67.76				
DOW	1.21	2.73%	 2,332,485,800 	44.4	45.61	54.8	41.89				
DPG	2.56	13.42%	 24,065,400 	19.08	21.64	22.76	18.31				
DPLO	11.35	70.85%	 27,671,900 	16.02	27.37	31.95	15.72				
DPM	-4.92	-9.77%	 103,299,200 	50.35	45.43	57.56	41.18				
DPS	22.96	47.13%	 418,870,700 	48.72	71.68	74	47.22				
DPZ	24.52	35.20%	 113,446,600 	69.65	94.17	95.93	67.17				
DQ	-9.96	-27.44%	 27,981,300 	36.3	26.34	54.83	21.86				
DRA	-0.96	-5.25%	 5,853,300 	18.3	17.34	18.3	16.8				
DRD	-2.15	-58.27%	 41,099,300 	3.69	1.54	4.36	1.42				
DRE	5.16	34.31%	 569,282,700 	15.04	20.2	20.63	14.53				
DRH	3.32	28.74%	 395,773,900 	11.55	14.87	15.45	11.22				
DRI	4.26	7.84%	 396,172,800 	54.37	58.63	58.85	43.76				
DRQ	-33.2	-30.20%	 95,492,600 	109.93	76.73	115.81	70				
DSE	-5.84	-29.19%	 22,540,500 	20.01	14.17	20.03	12.98				
DSL	-1.19	-5.64%	 112,414,600 	21.09	19.9	22.65	18.85				
DSM	0.54	7.28%	 29,962,200 	7.42	7.96	8.29	7.42				
DST	3.41	3.76%	 74,589,700 	90.74	94.15	99.67	82.51				
DSU	-0.81	-6.77%	 159,394,900 	11.97	11.16	12.51	10.68				
DSW	-5.43	-12.71%	 395,486,800 	42.73	37.3	43.21	23.62				
DSX	-6.58	-49.51%	 189,402,100 	13.29	6.71	13.55	6.31				
DSX-B	-0.9	-3.61%	 4,075,600 	24.9	24	26.98	22.76				
DTE	19.98	30.09%	 268,979,900 	66.39	86.37	90.18	65.1				
DTF	1.36	9.70%	 5,168,200 	14.02	15.38	16.33	14.02				
DTK	1.74	6.70%	 30,221,300 	25.96	27.7	28.05	25.96				
DTL.P	-0.67	-2.53%	 4,315,900 	26.47	25.8	28.7	24.93				
DTQ	5.33	27.66%	 4,967,800 	19.27	24.6	24.85	19.27				
DTZ	1.89	7.82%	 6,026,800 	24.18	26.07	26.85	24.18				
DUC	-0.22	-2.19%	 16,147,800 	10.03	9.81	10.65	9.68				
DUK	14.53	21.05%	 786,001,200 	69.01	83.54	86.83	67.13				
DUKH	4.24	20.53%	 11,109,200 	20.65	24.89	24.98	20.65				
DV	11.97	33.72%	 130,776,700 	35.5	47.47	49.18	34.27				
DVA	12.37	19.52%	 291,060,000 	63.37	75.74	78.07	62.74				
DVD	0.1	3.98%	 3,593,400 	2.51	2.61	2.96	2.19				
DVN	-0.66	-1.07%	 884,920,400 	61.87	61.21	79.5	52.66				
DW	-0.13	-0.25%	 30,204,300 	51.2	51.07	54.2	41				
DX	0.25	3.13%	 79,266,400 	8	8.25	9.06	7.91				
DX-A	2.29	10.10%	 1,786,500 	22.68	24.97	25.53	22.68				
DX-B	3.77	18.45%	 1,692,400 	20.43	24.2	24.34	20.43				
DXB	1.34	5.38%	 14,264,500 	24.9	26.24	26.46	24.86				
DY	7.3	26.27%	 64,229,600 	27.79	35.09	35.31	25.05				
DYN	8.83	41.03%	 342,642,700 	21.52	30.35	36.14	19.57				
DYN-A	8.55	9.25%	 1,238,000 	92.48	101.03	111.82	92.48				
DYN.W	2.55	187.50%	 10,857,500 	1.36	3.91	6.1	1.13				
E	-13.58	-28.01%	 67,617,200 	48.49	34.91	55.3	32.81				
EAB	3.08	15.22%	 4,174,600 	20.24	23.32	24.06	20.24				
EAE	3.24	16.96%	 3,758,700 	19.1	22.34	23.2	19.1				
EARN	0.89	5.79%	 17,178,200 	15.38	16.27	18	15.34				
EAT	12.35	26.65%	 240,165,100 	46.34	58.69	59.2	44.16				
EBF	-4.23	-23.90%	 23,946,000 	17.7	13.47	17.7	12.64				
EBR	-0.45	-17.37%	 273,266,800 	2.59	2.14	3.76	1.86				
EBR.B	-1.53	-34.77%	 50,335,000 	4.4	2.87	5.65	2.33				
EBS	4.24	18.44%	 74,005,800 	22.99	27.23	28.09	19.92				
EC	-21.33	-55.47%	 153,621,500 	38.45	17.12	41.16	14.77				
ECA	-4.18	-23.16%	 1,357,346,700 	18.05	13.87	24.6	11.62				
ECC	0.94	4.91%	 4,369,200 	19.16	20.1	21.34	19				
ECL	0.25	0.24%	 267,533,100 	104.27	104.52	118.07	98.03				
ECOM	-20.13	-48.26%	 138,438,500 	41.71	21.58	48.95	12.16				
ECR	-18.72	-72.70%	 154,117,900 	25.75	7.03	25.75	5.43				
ECT	-4.54	-59.19%	 34,176,400 	7.67	3.13	9.23	3.05				
ED	10.73	19.41%	 569,209,600 	55.28	66.01	68.5	52.46				
EDD	-2.46	-18.89%	 91,780,900 	13.02	10.56	13.72	9.87				
EDE	7.05	31.07%	 48,219,700 	22.69	29.74	31.14	22.17				
EDF	-2.8	-15.28%	 23,239,900 	18.32	15.52	21.2	14.37				
EDI	-3.76	-19.78%	 11,131,100 	19.01	15.25	20.39	13.8				
EDN	4.31	85.18%	 33,357,000 	5.06	9.37	16.47	4.93				
EDR	10.13	38.28%	 367,570,400 	26.46	36.59	37.38	25.95				
EDU	-11.09	-35.21%	 344,050,100 	31.5	20.41	33.68	18.92				
EE	4.95	14.10%	 41,290,000 	35.11	40.06	42.13	33.74				
EEA	-0.71	-7.94%	 5,125,800 	8.94	8.23	9.18	7.56				
EEP	10.03	33.58%	 237,117,700 	29.87	39.9	40.77	26.68				
EEQ	10.11	35.25%	 52,668,900 	28.68	38.79	40.16	26.31				
EFC	-2.71	-11.95%	 49,029,500 	22.67	19.96	25.54	19.78				
EFF	-2.02	-11.13%	 8,480,500 	18.15	16.13	18.43	16.09				
EFR	-1.37	-9.10%	 30,798,300 	15.06	13.69	15.45	13.37				
EFT	-1.38	-9.04%	 33,792,300 	15.27	13.89	15.81	13.6				
EFX	11.78	17.05%	 138,012,700 	69.09	80.87	82.15	65.04				
EGF	0.31	2.22%	 6,364,900 	13.95	14.26	14.46	13.81				
EGL	9.4	28.14%	 31,660,200 	33.4	42.8	45.82	31.17				
EGN	-6.99	-9.88%	 221,289,200 	70.75	63.76	90.1	55.49				
EGO	0.39	6.85%	 1,264,893,800 	5.69	6.08	8.51	5.01				
EGP	5.39	9.30%	 40,839,400 	57.93	63.32	69.5	56.92				
EGY	-2.33	-33.82%	 248,014,100 	6.89	4.56	9.42	4.14				
EHI	-1.14	-9.31%	 26,154,700 	12.24	11.1	12.96	10.58				
EHIC	-3.54	-30.26%	 12,880,900 	11.7	8.16	12	7.97				
EIG	-8.14	-25.72%	 38,619,600 	31.65	23.51	31.65	19.13				
EIX	19.18	41.43%	 534,093,200 	46.3	65.48	68.27	45.07				
EL	0.88	1.17%	 484,258,300 	75.32	76.2	77.76	65.36				
ELJ	3.69	17.08%	 3,852,100 	21.6	25.29	25.29	21.6				
ELLI	13.45	50.06%	 88,230,800 	26.87	40.32	42.14	24				
ELP	0.03	0.23%	 149,115,800 	13.14	13.17	18.12	9.97				
ELS	15.32	42.29%	 85,832,100 	36.23	51.55	52.42	36.13				
ELS-C	3.12	13.51%	 1,960,200 	23.1	26.22	27.19	22.75				
ELU	2.69	13.90%	 3,213,400 	19.35	22.04	22.74	19.35				
ELY	-0.73	-8.66%	 215,599,000 	8.43	7.7	10.34	6.91				
EMD	-0.89	-7.52%	 26,254,800 	11.84	10.95	13.09	10.66				
EME	2.05	4.83%	 81,885,200 	42.44	44.49	47.79	39.07				
EMES	9.67	21.81%	 130,308,600 	44.33	54	144.17	41.96				
EMF	-2.08	-11.89%	 16,109,100 	17.5	15.42	19.42	14.53				
EMN	-4.84	-6.00%	 355,555,400 	80.7	75.86	90.2	71.49				
EMO	0.43	1.86%	 24,350,000 	23.18	23.61	25.65	20.57				
EMR	-8.45	-12.04%	 823,735,700 	70.18	61.73	70.18	58.15				
ENB	7.73	17.70%	 238,726,700 	43.68	51.41	52.8	41.37				
ENBL	-2.81	-12.66%	 76,861,700 	22.2	19.39	26.75	17.4				
ENH	1.17	1.99%	 65,052,300 	58.67	59.84	60.67	50.45				
ENJ	5.08	26.36%	 863,200 	19.27	24.35	24.5	19.27				
ENLC	-1.04	-2.84%	 56,796,700 	36.6	35.56	42.18	30.2				
ENLK	-2.47	-7.85%	 126,961,100 	31.48	29.01	35.1	25.42				
ENR	20.32	18.77%	 136,852,900 	108.24	128.56	132.31	92.55				
ENS	-8.37	-11.94%	 89,534,600 	70.09	61.72	73.87	51.83				
ENV	8.84	21.94%	 65,021,600 	40.3	49.14	54.5	34.14				
ENVA	-4.69	-17.40%	 13,626,900 	26.95	22.26	26.95	21.82				
ENZ	1.52	52.05%	 69,542,300 	2.92	4.44	6.08	2.69				
EOD	0.24	3.31%	 49,079,600 	7.25	7.49	8.59	7.18				
EOG	8.15	9.71%	 967,791,100 	83.92	92.07	117.98	80.87				
EOI	0.79	6.08%	 29,172,400 	13	13.79	14.21	12.42				
EOS	0.84	6.47%	 37,860,600 	12.99	13.83	14.18	12.38				
EOT	2.54	13.76%	 11,582,500 	18.46	21	21.04	18.46				
EP-C	4.71	8.39%	 1,703,800 	56.13	60.84	61.23	49.96				
EPAM	12.81	36.66%	 118,964,500 	34.94	47.75	51.95	30.21				
EPD	2.97	8.96%	 469,201,300 	33.15	36.12	41.11	31.835				
EPE	-7.64	-42.26%	 302,131,800 	18.08	10.44	23.05	7.16				
EPR	8.47	17.23%	 87,278,500 	49.16	57.63	60.8	48.6				
EPR-C	2.95	14.43%	 3,550,400 	20.45	23.4	23.9	20.2				
EPR-E	3.44	12.26%	 1,556,100 	28.05	31.49	32.03	27.75				
EPR-F	4.01	18.92%	 3,290,900 	21.19	25.2	25.68	20.9				
EQC	-1.2	-4.47%	 68,906,600 	26.87	25.67	27.89	24.21				
EQC-D	-1.28	-5.06%	 654,600 	25.3	24.02	25.3	23.8				
EQCO	0.64	2.85%	 2,284,300 	22.44	23.08	23.41	21.21				
EQM	29.21	49.69%	 62,684,500 	58.79	88	99.12	58.4				
EQR	19.97	38.50%	 471,718,700 	51.87	71.84	74.55	51.87				
EQS	0.11	5.53%	 6,489,000 	1.99	2.1	2.48	1.74				
EQT	-14.08	-15.68%	 386,483,700 	89.78	75.7	109.84	75.38				
EQY	2.92	13.01%	 145,783,300 	22.44	25.36	25.76	21.27				
ERA	-9.71	-31.46%	 27,171,200 	30.86	21.15	31.67	20.08				
ERF	-8.58	-47.19%	 203,951,000 	18.18	9.6	25.23	8.11				
ERJ	4.68	14.54%	 245,869,600 	32.18	36.86	39.97	29.86				
EROS	10.05	90.46%	 37,306,500 	11.11	21.16	22.44	8.94				
ESD	-1.44	-8.37%	 31,288,700 	17.2	15.76	18.61	14.94				
ESE	2.64	7.71%	 26,020,700 	34.26	36.9	38.02	32.63				
ESL	7.72	7.57%	 55,757,800 	101.96	109.68	121.48	98.44				
ESNT	1.65	6.86%	 81,251,200 	24.06	25.71	25.87	17.51				
ESRT	2.28	14.90%	 148,747,900 	15.3	17.58	17.88	14.19				
ESS	63.09	43.96%	 119,620,400 	143.51	206.6	212.86	143.51				
ESV	-27.23	-47.62%	 911,471,800 	57.18	29.95	57.33	26.41				
ETB	1.01	6.78%	 16,332,700 	14.89	15.9	16.6	14.4				
ETE	16.51	40.40%	 458,403,100 	40.87	57.38	64.48	39.245				
ETG	-0.77	-4.55%	 39,957,600 	16.94	16.17	17.97	15.26				
ETH	0.55	1.81%	 59,481,200 	30.42	30.97	30.97	22.44				
ETJ	-0.61	-5.41%	 66,839,700 	11.27	10.66	11.9	10.66				
ETM	1.65	15.70%	 19,627,800 	10.51	12.16	12.57	8.03				
ETN	-8.16	-10.72%	 753,028,400 	76.12	67.96	79.44	58.27				
ETO	-0.19	-0.78%	 11,492,100 	24.5	24.31	26.33	22.33				
ETP	7.75	13.54%	 332,650,600 	57.25	65	67.98	52.99				
ETR	24.21	38.26%	 431,230,900 	63.27	87.48	91.16	60.52				
ETV	0.05	0.36%	 50,435,000 	14.01	14.06	15.54	13.32				
ETW	-1.08	-8.93%	 82,209,200 	12.1	11.02	12.97	11.02				
ETX	2.91	19.93%	 10,614,800 	14.6	17.51	18.47	14.6				
ETY	0.25	2.29%	 111,634,400 	10.92	11.17	11.94	10.37				
EV	-1.86	-4.35%	 218,240,900 	42.79	40.93	43.9	34.29				
EVC	0.39	6.40%	 158,983,600 	6.09	6.48	7.31	3.93				
EVDY	1.25	9.26%	 40,663,400 	13.5	14.75	19.18	11.29				
EVE-A	3.83	18.06%	 4,041,500 	21.21	25.04	25.54	21.21				
EVER	0.72	3.93%	 107,231,800 	18.34	19.06	20.45	16.54				
EVF	-0.67	-9.70%	 31,526,400 	6.91	6.24	7.13	6.15				
EVG	-1.12	-7.33%	 15,241,400 	15.27	14.15	15.85	13.98				
EVGN	-10.44	-53.13%	 2,941,900 	19.65	9.21	19.91	8.74				
EVHC	-0.83	-2.34%	 235,229,400 	35.52	34.69	37.69	30.41				
EVN	2.91	27.69%	 15,931,200 	10.51	13.42	13.6	10.51				
EVR	-7.41	-12.40%	 111,912,100 	59.78	52.37	63.14	45.29				
EVT	1.78	9.36%	 33,496,800 	19.02	20.8	20.94	18.21				
EVTC	-2.53	-10.26%	 100,882,400 	24.66	22.13	26.3	20.92				
EW	30.81	93.70%	 280,679,500 	32.88	63.69	66.74	32.085				
EXAR	-1.59	-13.49%	 50,503,800 	11.79	10.2	12.49	8.35				
EXC	9.69	35.38%	 1,815,559,300 	27.39	37.08	38.63	26.62				
EXCU	0.56	1.08%	 15,356,500 	51.94	52.5	54.7	49.1				
EXD	-1.51	-10.63%	 14,976,500 	14.2	12.69	14.61	12.69				
EXG	-0.51	-5.10%	 237,195,100 	10	9.49	10.48	9.15				
EXK	-1.47	-40.50%	 375,649,500 	3.63	2.16	6.26	1.85				
EXP	-1.4	-1.81%	 190,283,500 	77.43	76.03	104.73	70.8				
EXPR	-3.98	-21.32%	 388,169,400 	18.67	14.69	19.13	12.61				
EXR	16.51	39.19%	 181,671,800 	42.13	58.64	60.12	41.79				
EZT	1.35	5.37%	 3,566,500 	25.15	26.5	26.5	24.38				
F	0.07	0.45%	 7,868,620,600 	15.43	15.5	17.84	13.54				
FAC	0.28	12.33%	 10,429,700 	2.27	2.55	2.88	2.21				
FAF	5.7	20.21%	 178,404,000 	28.2	33.9	34.3	24.92				
FAM	-2.01	-14.31%	 18,017,600 	14.05	12.04	14.71	11.5				
FBC	-3.89	-19.83%	 46,197,100 	19.62	15.73	22.57	14.42				
FBHS	-0.43	-0.94%	 361,623,700 	45.7	45.27	47.83	36.77				
FBP	-0.32	-5.17%	 213,494,900 	6.19	5.87	6.19	4.42				
FBR	0.45	3.85%	 325,561,800 	11.68	12.13	12.38	9.14				
FC	-0.52	-2.62%	 9,422,200 	19.88	19.36	22.74	18.29				
FCAM	2.1	2.00%	 1,804,900 	104.9	107	109.25	104.9				
FCAU	2.66	29.82%	 406,238,900 	8.92	11.58	13.61	8.74				
FCB	3.7	17.67%	 16,943,200 	20.94	24.64	24.86	20.94				
FCE.A	2.2	11.52%	 206,535,100 	19.1	21.3	21.67	17.71				
FCE.B	2.41	12.73%	 287,200 	18.93	21.34	21.7	17.69				
FCF	0.4	4.54%	 107,913,400 	8.82	9.22	9.55	7.83				
FCH	2.66	32.60%	 172,373,000 	8.16	10.82	11.06	7.64				
FCH-A	1.29	5.32%	 4,859,600 	24.25	25.54	26.74	24.01				
FCN	-2.51	-6.10%	 90,013,900 	41.14	38.63	41.76	28.51				
FCT	-1.49	-10.28%	 24,909,700 	14.5	13.01	14.62	12.65				
FCX	-14.38	-38.10%	 2,751,646,600 	37.74	23.36	39.04	21.03				
FDP	5.25	18.55%	 46,738,100 	28.3	33.55	34.49	25.39				
FDS	32.17	29.63%	 80,159,500 	108.58	140.75	144.59	101.99				
FDX	29.89	20.79%	 478,828,900 	143.77	173.66	182.03	129.44				
FE	6.01	18.22%	 885,176,300 	32.98	38.99	40.77	30.22				
FEI	1.54	7.70%	 34,777,600 	20.01	21.55	22.15	18.8				
FELP	-2.13	-11.21%	 34,248,300 	19	16.87	20.44	15.28				
FENG	-1.32	-13.71%	 138,792,600 	9.63	8.31	13.27	7.53				
FEO	-1.62	-8.97%	 5,619,900 	18.07	16.45	19.56	15.8				
FET	-7.53	-26.65%	 150,101,100 	28.26	20.73	36.72	17.21				
FF	-2.78	-17.59%	 54,329,700 	15.8	13.02	21.44	10.98				
FFA	1.02	7.66%	 12,127,700 	13.32	14.34	14.94	12.65				
FFC	1.55	8.86%	 32,709,700 	17.5	19.05	20.94	17.5				
FFG	13.24	29.56%	 9,593,300 	44.79	58.03	58.03	36.79				
FGB	0	0.00%	 12,652,800 	7.86	7.86	8.86	7.16				
FGL	5.33	28.14%	 23,008,300 	18.94	24.27	26	18.5				
FGP	-0.97	-4.23%	 47,711,900 	22.95	21.98	28.68	21.84				
FHN	1.93	16.57%	 592,386,500 	11.65	13.58	13.91	11.18				
FHN-A	3.94	19.41%	 2,905,700 	20.3	24.24	24.62	20.3				
FHY	-1.55	-9.66%	 8,236,700 	16.05	14.5	16.35	13.75				
FI	-10.37	-38.41%	 118,883,900 	27	16.63	27.43	14.97				
FICO	9.46	15.05%	 53,805,600 	62.84	72.3	73.46	51				
FIF	2.95	14.16%	 15,914,700 	20.83	23.78	25.07	19.97				
FIG	-0.54	-6.31%	 395,649,400 	8.56	8.02	9.12	5.96				
FII	4.13	14.34%	 149,717,500 	28.8	32.93	33.86	25.73				
FIS	8.52	15.87%	 314,974,300 	53.68	62.2	64.04	48.87				
FIX	-2.27	-11.71%	 44,116,500 	19.39	17.12	19.62	12.81				
FL	14.74	35.57%	 458,502,300 	41.44	56.18	57.98	36.73				
FLC	1.21	6.52%	 7,687,000 	18.57	19.78	21	18.57				
FLO	-2.28	-10.62%	 273,255,700 	21.47	19.19	22.19	17.67				
FLR	-19.66	-24.49%	 378,001,900 	80.29	60.63	83.65	56.29				
FLS	-19	-24.10%	 283,944,500 	78.83	59.83	81.55	54.8				
FLT	31.54	26.92%	 200,115,800 	117.17	148.71	156.05	101.69				
FLTX	-7.76	-17.94%	 102,143,000 	43.25	35.49	43.66	26.2				
FLY	-2.92	-18.17%	 46,613,100 	16.07	13.15	16.47	11.37				
FMC	-18.43	-24.42%	 301,387,600 	75.46	57.03	83.1	51.6				
FMN	1.31	9.92%	 4,291,300 	13.2	14.51	15.37	13.2				
FMO	0.66	2.59%	 19,981,300 	25.46	26.12	28.9	23.59				
FMS	1.56	4.38%	 33,957,800 	35.58	37.14	37.63	32.06				
FMSA	-9.08	-56.75%	 105,575,400 	16	6.92	16	6.58				
FMX	-9.84	-10.05%	 105,131,100 	97.87	88.03	100.26	81.94				
FMY	-0.7	-4.50%	 3,074,300 	15.56	14.86	16.1	14.8				
FN	-2.82	-13.72%	 59,118,800 	20.56	17.74	22.35	14.13				
FNB	0.7	5.55%	 232,005,900 	12.62	13.32	13.65	11.49				
FNB-E	1.52	5.87%	 2,806,800 	25.9	27.42	28.7	25.9				
FNF	2	6.16%	 581,619,600 	32.45	34.45	36.02	26.21				
FNFV	-0.8	-4.84%	 110,167,300 	16.54	15.74	16.94	13				
FNV	8.45	20.74%	 175,081,400 	40.74	49.19	60.87	40.74				
FOE	0.13	1.01%	 161,394,700 	12.83	12.96	14.95	11.96				
FOF	0.59	4.69%	 18,488,300 	12.57	13.16	13.78	12.26				
FOR	-5.87	-27.60%	 58,885,500 	21.27	15.4	21.3	14.42				
FPF	1.46	6.87%	 49,885,000 	21.25	22.71	22.98	20.88				
FPL	-2.09	-10.45%	 25,459,200 	20	17.91	20.32	16.27				
FPO	0.73	6.28%	 48,493,900 	11.63	12.36	13.55	11.61				
FPT	0.58	4.76%	 4,241,100 	12.18	12.76	13.24	12.18				
FR	3.11	17.82%	 143,492,500 	17.45	20.56	21.16	16.42				
FRA	-1.22	-8.35%	 34,957,800 	14.61	13.39	14.79	13.07				
FRC	-0.23	-0.44%	 239,905,500 	52.35	52.12	55.62	45.77				
FRC-A	2.62	11.06%	 5,643,600 	23.68	26.3	26.99	23.68				
FRC-B	3.28	14.81%	 4,165,300 	22.15	25.43	25.63	22.15				
FRC-C	4.35	22.19%	 5,528,600 	19.6	23.95	24.65	19.6				
FRC-D	4.31	22.33%	 7,139,700 	19.3	23.61	23.88	19.3				
FRC-E	1.82	7.09%	 7,837,700 	25.68	27.5	27.8	25.32				
FRO	-6.15	-32.89%	 322,760,600 	18.7	12.55	25.3	5.95				
FRT	32.05	31.60%	 99,345,600 	101.41	133.46	137.18	100.9				
FSCE	3.06	14.05%	 1,587,300 	21.78	24.84	25	21.78				
FSD	-1.22	-7.08%	 29,132,200 	17.22	16	18.16	15.47				
FSIC	-0.32	-3.12%	 244,018,800 	10.25	9.93	10.77	9.85				
FSM	1.68	58.54%	 63,618,000 	2.87	4.55	6.06	2.87				
FSS	0.79	5.39%	 86,457,900 	14.65	15.44	15.93	11.72				
FT	0.16	2.31%	 10,551,900 	6.94	7.1	7.54	6.73				
FTI	-5.37	-10.29%	 485,218,900 	52.21	46.84	63.52	42.75				
FTK	-1.34	-6.68%	 189,807,300 	20.07	18.73	32.66	16.11				
FUL	-7.51	-14.43%	 89,496,800 	52.04	44.53	52.74	37.46				
FUN	-1.75	-3.53%	 43,664,600 	49.58	47.83	55.11	43.81				
G	0.56	3.05%	 257,692,400 	18.37	18.93	19.3	14.28				
GAB	-1.28	-16.52%	 116,173,800 	7.75	6.47	8.07	5.91				
GAB-D	0.76	3.09%	 1,119,300 	24.61	25.37	25.54	24.6				
GAB-G	1.43	6.83%	 1,312,000 	20.93	22.36	23.57	20.93				
GAB-H	1.95	9.26%	 2,464,100 	21.06	23.01	24.25	21.06				
GAM	-0.2	-0.57%	 9,851,700 	35.2	35	38.27	32.31				
GAM-B	0.71	2.81%	 1,723,700 	25.3	26.01	26.17	25.24				
GBAB	2.36	11.91%	 12,596,300 	19.82	22.18	22.24	19.79				
GBL	1.97	2.27%	 3,982,100 	86.97	88.94	90.24	69.51				
GBX	20.89	63.61%	 179,235,800 	32.84	53.73	77.54	31.84				
GCAP	1.51	20.11%	 73,061,300 	7.51	9.02	11.81	6.01				
GCH	-0.26	-2.55%	 6,822,100 	10.19	9.93	11.2	9.1				
GCI	2.35	7.94%	 513,243,200 	29.58	31.93	34.56	25.95				
GCO	3.56	4.87%	 39,982,000 	73.06	76.62	89.25	68.81				
GCV	-0.08	-1.30%	 6,772,700 	6.16	6.08	6.39	5.67				
GCV-B	0.63	2.53%	 385,200 	24.94	25.57	25.99	24.94				
GD	42.07	44.03%	 485,052,700 	95.55	137.62	145.36	94.46				
GDL	-0.79	-7.17%	 16,599,000 	11.02	10.23	11.4	9.92				
GDL-B	0.04	0.08%	 850,800 	50.21	50.25	50.75	50.09				
GDO	-0.29	-1.60%	 9,603,400 	18.07	17.78	18.89	17.28				
GDOT	-4.66	-18.53%	 124,133,900 	25.15	20.49	26.73	16.84				
GDV	-0.51	-2.30%	 39,240,400 	22.17	21.66	23.01	19.22				
GDV-A	0.79	3.20%	 918,400 	24.65	25.44	25.75	24.65				
GDV-D	0.54	2.17%	 1,069,900 	24.9	25.44	26.89	24.9				
GE	-2.76	-9.85%	 7,969,813,100 	28.03	25.27	28.03	23.95				
GEB	4.34	21.25%	 19,986,100 	20.42	24.76	24.91	20.42				
GEF	-5.17	-9.87%	 37,804,500 	52.4	47.23	55.74	42.38				
GEF.B	-9.51	-16.18%	 829,400 	58.77	49.26	60.75	46.22				
GEH	4.53	22.34%	 19,208,700 	20.28	24.81	24.94	20.28				
GEK	4.21	21.68%	 28,014,400 	19.42	23.63	24.05	19.42				
GEL	-10.15	-19.31%	 78,666,600 	52.57	42.42	57.3	36.23				
GEO	8.14	25.26%	 132,957,600 	32.22	40.36	41.4	30.94				
GEQ	1.53	8.10%	 10,834,700 	18.89	20.42	20.42	17.39				
GER	-5.81	-29.05%	 48,369,500 	20	14.19	20.24	12.88				
